Latitude (decimal degrees):	53.368
Longitude (decimal degrees):	7.183
Elevation (m):	3
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230117:1211,193.01,63.0,0.0,15.59,4.06,4.83,0.0
20230117:1311,92.01,88.0,0.0,13.36,4.02,5.31,0.0
20230117:1411,0.0,23.0,0.0,9.11,4.03,5.45,0.0
20230117:1511,0.0,6.0,0.0,3.17,3.41,5.03,0.0
20230117:1611,0.0,0.0,0.0,0.0,2.43,4.62,0.0
20230117:1711,0.0,0.0,0.0,0.0,1.4,4.69,0.0
20230117:1811,0.0,0.0,0.0,0.0,0.73,4.62,0.0
20230117:1911,0.0,0.0,0.0,0.0,0.38,4.62,0.0
20230117:2011,0.0,0.0,0.0,0.0,0.43,5.31,0.0
20230117:2111,0.0,0.0,0.0,0.0,0.1,5.24,0.0
20230117:2211,0.0,0.0,0.0,0.0,-0.06,4.41,0.0
20230117:2311,0.0,0.0,0.0,0.0,-0.42,4.0,0.0
20230118:0011,0.0,0.0,0.0,0.0,-0.81,3.86,0.0
20230118:0111,0.0,0.0,0.0,0.0,-1.21,3.24,0.0
20230118:0211,0.0,0.0,0.0,0.0,-1.41,2.76,0.0
20230118:0311,0.0,0.0,0.0,0.0,-1.72,3.03,0.0
20230118:0411,0.0,0.0,0.0,0.0,-1.86,3.45,0.0
20230118:0511,0.0,0.0,0.0,0.0,-1.87,3.79,0.0
20230118:0611,0.0,0.0,0.0,0.0,-1.62,4.21,0.0
20230118:0711,0.0,0.0,0.0,0.0,-1.67,4.48,0.0
20230118:0811,17.0,12.67,0.0,3.32,-1.8,4.62,0.0
20230118:0911,62.01,57.0,0.0,9.27,-1.16,4.9,0.0
20230118:1011,153.01,60.0,0.0,13.54,0.33,4.76,0.0
20230118:1111,199.01,62.0,0.0,15.79,1.48,5.17,0.0
20230118:1211,187.01,68.0,0.0,15.8,2.6,5.59,0.0
20230118:1311,127.01,73.0,0.0,13.57,3.24,5.72,0.0
20230118:1411,91.01,44.0,0.0,9.32,3.45,6.83,0.0
20230118:1511,0.0,8.0,0.0,3.38,3.19,6.97,0.0
20230118:1611,0.0,0.0,0.0,0.0,2.67,7.59,0.0
20230118:1711,0.0,0.0,0.0,0.0,2.42,8.14,0.0
20230118:1811,0.0,0.0,0.0,0.0,2.57,8.69,0.0
20230118:1911,0.0,0.0,0.0,0.0,2.55,8.34,0.0
20230118:2011,0.0,0.0,0.0,0.0,2.49,8.0,0.0
20230118:2111,0.0,0.0,0.0,0.0,2.63,7.79,0.0
20230118:2211,0.0,0.0,0.0,0.0,2.33,7.17,0.0
20230118:2311,0.0,0.0,0.0,0.0,2.29,6.83,0.0
20230119:0011,0.0,0.0,0.0,0.0,2.51,6.83,0.0
20230119:0111,0.0,0.0,0.0,0.0,2.45,6.55,0.0
20230119:0211,0.0,0.0,0.0,0.0,2.24,6.21,0.0
20230119:0311,0.0,0.0,0.0,0.0,2.25,5.66,0.0
20230119:0411,0.0,0.0,0.0,0.0,2.25,4.97,0.0
20230119:0511,0.0,0.0,0.0,0.0,2.42,4.34,0.0
20230119:0611,0.0,0.0,0.0,0.0,2.91,3.72,0.0
20230119:0711,0.0,0.0,0.0,0.0,3.09,3.59,0.0
20230119:0811,0.0,11.0,0.0,3.46,3.08,4.14,0.0
20230119:0911,71.01,55.0,0.0,9.43,3.31,4.69,0.0
20230119:1011,30.0,107.0,0.0,13.73,4.02,4.41,0.0
20230119:1111,181.01,73.0,0.0,15.99,4.71,4.76,0.0
20230119:1211,163.01,82.0,0.0,16.01,5.23,5.72,0.0
20230119:1311,46.0,107.0,0.0,13.79,5.27,5.66,0.0
20230119:1411,73.01,54.0,0.0,9.54,4.84,4.9,0.0
20230119:1511,18.0,13.54,0.0,3.6,4.11,3.86,0.0
20230119:1611,0.0,0.0,0.0,0.0,2.65,3.1,0.0
20230119:1711,0.0,0.0,0.0,0.0,1.75,2.83,0.0
20230119:1811,0.0,0.0,0.0,0.0,1.15,3.17,0.0
20230119:1911,0.0,0.0,0.0,0.0,0.64,3.17,0.0
20230119:2011,0.0,0.0,0.0,0.0,0.47,3.1,0.0
20230119:2111,0.0,0.0,0.0,0.0,0.56,3.1,0.0
20230119:2211,0.0,0.0,0.0,0.0,0.18,3.45,0.0
20230119:2311,0.0,0.0,0.0,0.0,0.12,2.97,0.0
20230120:0011,0.0,0.0,0.0,0.0,0.06,3.17,0.0
20230120:0111,0.0,0.0,0.0,0.0,-0.12,3.17,0.0
20230120:0211,0.0,0.0,0.0,0.0,-0.11,3.24,0.0
20230120:0311,0.0,0.0,0.0,0.0,-0.17,3.1,0.0
20230120:0411,0.0,0.0,0.0,0.0,-0.36,2.97,0.0
20230120:0511,0.0,0.0,0.0,0.0,-0.49,2.9,0.0
20230120:0611,0.0,0.0,0.0,0.0,-0.58,2.76,0.0
20230120:0711,0.0,0.0,0.0,0.0,-0.86,2.62,0.0
20230120:0811,5.0,18.88,0.0,3.62,-0.89,3.1,0.0
20230120:0911,1.0,50.0,0.0,9.61,-0.52,3.45,0.0
20230120:1011,0.0,43.0,0.0,13.92,0.21,3.59,0.0
20230120:1111,0.0,23.0,0.0,16.2,0.51,3.45,0.0
20230120:1211,1.0,89.0,0.0,16.23,0.85,3.17,0.0
20230120:1311,1.0,74.0,0.0,14.02,1.08,2.97,0.0
20230120:1411,1.0,52.0,0.0,9.76,1.19,2.55,0.0
20230120:1511,1.0,15.83,0.0,3.82,1.2,1.24,0.0
20230120:1611,0.0,0.0,0.0,0.0,0.3,1.66,0.0
20230120:1711,0.0,0.0,0.0,0.0,0.13,1.38,0.0
20230120:1811,0.0,0.0,0.0,0.0,-0.56,1.31,0.0
20230120:1911,0.0,0.0,0.0,0.0,-0.17,1.24,0.0
20230120:2011,0.0,0.0,0.0,0.0,-0.92,1.38,0.0
20230120:2111,0.0,0.0,0.0,0.0,-1.58,1.59,0.0
20230120:2211,0.0,0.0,0.0,0.0,-2.25,0.76,0.0
20230120:2311,0.0,0.0,0.0,0.0,-2.5,1.31,0.0
20230121:0011,0.0,0.0,0.0,0.0,-1.72,1.59,0.0
20230121:0111,0.0,0.0,0.0,0.0,-1.81,1.59,0.0
20230121:0211,0.0,0.0,0.0,0.0,-2.21,2.41,0.0
20230121:0311,0.0,0.0,0.0,0.0,-2.24,2.69,0.0
20230121:0411,0.0,0.0,0.0,0.0,-1.18,2.48,0.0
20230121:0511,0.0,0.0,0.0,0.0,-1.58,1.93,0.0
20230121:0611,0.0,0.0,0.0,0.0,-1.01,1.52,0.0
20230121:0711,0.0,0.0,0.0,0.0,-1.67,1.79,0.0
20230121:0811,2.0,18.59,0.0,3.78,-1.28,1.66,0.0
20230121:0911,29.0,72.0,0.0,9.78,-0.75,2.34,0.0
20230121:1011,6.0,95.0,0.0,14.11,0.39,1.59,0.0
20230121:1111,184.01,76.0,0.0,16.41,1.08,3.03,0.0
20230121:1211,198.01,70.0,0.0,16.45,1.68,3.17,0.0
20230121:1311,153.01,67.0,0.0,14.25,1.89,2.55,0.0
20230121:1411,23.0,74.0,0.0,9.99,2.2,1.86,0.0
20230121:1511,4.0,22.08,0.0,4.04,1.79,1.45,0.0
20230121:1611,0.0,0.0,0.0,0.0,0.8,1.72,0.0
20230121:1711,0.0,0.0,0.0,0.0,0.23,1.93,0.0
20230121:1811,0.0,0.0,0.0,0.0,-0.11,2.21,0.0
20230121:1911,0.0,0.0,0.0,0.0,-0.22,2.55,0.0
20230121:2011,0.0,0.0,0.0,0.0,-0.5,2.9,0.0
20230121:2111,0.0,0.0,0.0,0.0,-0.34,3.24,0.0
20230121:2211,0.0,0.0,0.0,0.0,-0.34,3.59,0.0
20230121:2311,0.0,0.0,0.0,0.0,-0.46,3.59,0.0
20230122:0011,0.0,0.0,0.0,0.0,-0.43,3.66,0.0
20230122:0111,0.0,0.0,0.0,0.0,-0.41,3.93,0.0
20230122:0211,0.0,0.0,0.0,0.0,-0.13,3.93,0.0
20230122:0311,0.0,0.0,0.0,0.0,-0.05,4.0,0.0
20230122:0411,0.0,0.0,0.0,0.0,-0.09,3.93,0.0
20230122:0511,0.0,0.0,0.0,0.0,0.04,3.79,0.0
20230122:0611,0.0,0.0,0.0,0.0,-0.14,3.93,0.0
20230122:0711,0.0,0.0,0.0,0.0,-0.02,3.72,0.0
20230122:0811,3.0,21.32,0.0,3.94,0.18,3.72,0.0
20230122:0911,27.0,73.0,0.0,9.97,0.59,4.07,0.0
20230122:1011,26.0,111.0,0.0,14.32,0.7,4.28,0.0
20230122:1111,2.0,102.0,0.0,16.63,1.13,4.48,0.0
20230122:1211,0.0,71.0,0.0,16.69,1.39,4.62,0.0
20230122:1311,0.0,59.0,0.0,14.48,1.7,4.28,0.0
20230122:1411,0.0,43.0,0.0,10.23,1.8,3.79,0.0
20230122:1511,0.0,15.0,0.0,4.28,1.83,3.38,0.0
20230122:1611,0.0,0.0,0.0,0.0,1.83,3.24,0.0
20230122:1711,0.0,0.0,0.0,0.0,1.88,3.38,0.0
20230122:1811,0.0,0.0,0.0,0.0,2.04,3.38,0.0
20230122:1911,0.0,0.0,0.0,0.0,2.17,3.31,0.0
20230122:2011,0.0,0.0,0.0,0.0,2.17,3.38,0.0
20230122:2111,0.0,0.0,0.0,0.0,2.07,3.31,0.0
20230122:2211,0.0,0.0,0.0,0.0,2.21,2.69,0.0
20230122:2311,0.0,0.0,0.0,0.0,2.04,2.62,0.0
20230123:0011,0.0,0.0,0.0,0.0,2.02,2.62,0.0
20230123:0111,0.0,0.0,0.0,0.0,2.04,2.62,0.0
20230123:0211,0.0,0.0,0.0,0.0,1.84,2.76,0.0
20230123:0311,0.0,0.0,0.0,0.0,1.56,2.62,0.0
20230123:0411,0.0,0.0,0.0,0.0,1.46,2.62,0.0
20230123:0511,0.0,0.0,0.0,0.0,1.5,2.69,0.0
20230123:0611,0.0,0.0,0.0,0.0,1.54,2.83,0.0
20230123:0711,0.0,0.0,0.0,0.0,1.63,2.55,0.0
20230123:0811,1.0,18.81,0.0,4.12,1.51,2.34,0.0
20230123:0911,1.0,54.0,0.0,10.16,1.75,2.55,0.0
20230123:1011,0.0,71.0,0.0,14.53,2.53,2.14,0.0
20230123:1111,0.0,88.0,0.0,16.85,3.26,2.14,0.0
20230123:1211,1.0,93.0,0.0,16.92,3.77,2.0,0.0
20230123:1311,0.0,61.0,0.0,14.72,4.01,1.93,0.0
20230123:1411,0.0,47.0,0.0,10.47,3.88,1.59,0.0
20230123:1511,0.0,12.0,0.0,4.51,3.7,1.45,0.0
20230123:1611,0.0,0.0,0.0,0.0,2.65,1.38,0.0
20230123:1711,0.0,0.0,0.0,0.0,2.69,1.66,0.0
20230123:1811,0.0,0.0,0.0,0.0,2.68,1.72,0.0
20230123:1911,0.0,0.0,0.0,0.0,1.86,1.93,0.0
20230123:2011,0.0,0.0,0.0,0.0,2.14,1.86,0.0
20230123:2111,0.0,0.0,0.0,0.0,2.24,1.59,0.0
20230123:2211,0.0,0.0,0.0,0.0,2.26,1.38,0.0
20230123:2311,0.0,0.0,0.0,0.0,2.11,1.38,0.0
20230124:0011,0.0,0.0,0.0,0.0,2.22,1.59,0.0
20230124:0111,0.0,0.0,0.0,0.0,1.9,1.45,0.0
20230124:0211,0.0,0.0,0.0,0.0,1.78,1.38,0.0
20230124:0311,0.0,0.0,0.0,0.0,1.82,1.59,0.0
20230124:0411,0.0,0.0,0.0,0.0,2.02,1.72,0.0
20230124:0511,0.0,0.0,0.0,0.0,1.23,1.79,0.0
20230124:0611,0.0,0.0,0.0,0.0,1.51,1.79,0.0
20230124:0711,0.0,0.0,0.0,0.0,1.33,1.66,0.0
20230124:0811,0.0,10.0,0.0,4.29,1.39,1.59,0.0
20230124:0911,0.0,41.0,0.0,10.36,1.48,2.14,0.0
20230124:1011,0.0,42.0,0.0,14.74,2.23,2.0,0.0
20230124:1111,0.0,48.0,0.0,17.09,2.31,2.55,0.0
20230124:1211,0.0,46.0,0.0,17.16,2.16,2.48,0.0
20230124:1311,0.0,41.0,0.0,14.97,2.05,2.41,0.0
20230124:1411,0.0,31.0,0.0,10.71,1.99,2.62,0.0
20230124:1511,0.0,12.0,0.0,4.75,1.78,2.41,0.0
20230124:1611,0.0,0.0,0.0,0.0,1.09,1.31,0.0
20230124:1711,0.0,0.0,0.0,0.0,1.11,1.31,0.0
20230124:1811,0.0,0.0,0.0,0.0,1.61,1.45,0.0
20230124:1911,0.0,0.0,0.0,0.0,1.03,1.59,0.0
20230124:2011,0.0,0.0,0.0,0.0,0.73,1.24,0.0
20230124:2111,0.0,0.0,0.0,0.0,0.83,1.1,0.0
20230124:2211,0.0,0.0,0.0,0.0,0.52,1.1,0.0
20230124:2311,0.0,0.0,0.0,0.0,0.34,0.76,0.0
20230125:0011,0.0,0.0,0.0,0.0,0.34,0.97,0.0
20230125:0111,0.0,0.0,0.0,0.0,-0.15,1.66,0.0
20230125:0211,0.0,0.0,0.0,0.0,-0.34,2.0,0.0
20230125:0311,0.0,0.0,0.0,0.0,-0.47,2.21,0.0
20230125:0411,0.0,0.0,0.0,0.0,-0.55,2.28,0.0
20230125:0511,0.0,0.0,0.0,0.0,-0.89,2.28,0.0
20230125:0611,0.0,0.0,0.0,0.0,-0.71,2.21,0.0
20230125:0711,0.0,0.0,0.0,0.0,-0.92,2.28,0.0
20230125:0811,0.0,12.0,0.0,4.48,-1.09,2.41,0.0
20230125:0911,0.0,34.0,0.0,10.56,-1.39,2.62,0.0
20230125:1011,0.0,39.0,0.0,14.96,-1.88,2.76,0.0
20230125:1111,0.0,43.0,0.0,17.32,-1.81,2.97,0.0
20230125:1211,0.0,51.0,0.0,17.41,-1.62,3.1,0.0
20230125:1311,0.0,44.0,0.0,15.22,-1.51,3.24,0.0
20230125:1411,0.0,34.0,0.0,10.96,-1.42,3.31,0.0
20230125:1511,0.0,17.0,0.0,4.99,-1.38,3.17,0.0
20230125:1611,0.0,0.0,0.0,0.0,-1.37,2.83,0.0
20230125:1711,0.0,0.0,0.0,0.0,-1.31,3.38,0.0
20230125:1811,0.0,0.0,0.0,0.0,-1.31,3.93,0.0
20230125:1911,0.0,0.0,0.0,0.0,-1.33,3.79,0.0
20230125:2011,0.0,0.0,0.0,0.0,-1.23,3.72,0.0
20230125:2111,0.0,0.0,0.0,0.0,-1.16,3.66,0.0
20230125:2211,0.0,0.0,0.0,0.0,-1.05,3.31,0.0
20230125:2311,0.0,0.0,0.0,0.0,-1.0,3.38,0.0
20230126:0011,0.0,0.0,0.0,0.0,-0.99,3.52,0.0
20230126:0111,0.0,0.0,0.0,0.0,-0.97,3.17,0.0
20230126:0211,0.0,0.0,0.0,0.0,-0.96,3.03,0.0
20230126:0311,0.0,0.0,0.0,0.0,-0.84,3.03,0.0
20230126:0411,0.0,0.0,0.0,0.0,-0.48,2.34,0.0
20230126:0511,0.0,0.0,0.0,0.0,0.08,1.24,0.0
20230126:0611,0.0,0.0,0.0,0.0,0.54,1.79,0.0
20230126:0711,0.0,0.0,0.0,0.0,2.15,3.24,0.0
20230126:0811,25.0,19.56,0.0,4.67,2.65,4.0,0.0
20230126:0911,87.01,60.0,0.0,10.77,3.19,3.79,0.0
20230126:1011,162.01,70.0,0.0,15.19,4.76,3.45,0.0
20230126:1111,192.01,81.0,0.0,17.57,5.79,3.45,0.0
20230126:1211,167.01,96.0,0.0,17.66,6.54,4.55,0.0
20230126:1311,9.0,107.0,0.0,15.48,6.72,4.48,0.0
20230126:1411,6.0,73.0,0.0,11.21,6.19,3.72,0.0
20230126:1511,18.0,27.52,0.0,5.24,5.94,3.38,0.0
20230126:1611,0.0,0.0,0.0,0.0,5.07,3.24,0.0
20230126:1711,0.0,0.0,0.0,0.0,4.26,3.31,0.0
20230126:1811,0.0,0.0,0.0,0.0,3.96,3.38,0.0
20230126:1911,0.0,0.0,0.0,0.0,3.14,3.38,0.0
20230126:2011,0.0,0.0,0.0,0.0,2.99,3.38,0.0
20230126:2111,0.0,0.0,0.0,0.0,3.16,3.38,0.0
20230126:2211,0.0,0.0,0.0,0.0,3.68,3.38,0.0
20230126:2311,0.0,0.0,0.0,0.0,3.89,3.52,0.0
20230127:0011,0.0,0.0,0.0,0.0,3.8,3.66,0.0
20230127:0111,0.0,0.0,0.0,0.0,3.77,4.0,0.0
20230127:0211,0.0,0.0,0.0,0.0,3.85,4.21,0.0
20230127:0311,0.0,0.0,0.0,0.0,3.68,4.07,0.0
20230127:0411,0.0,0.0,0.0,0.0,3.71,3.93,0.0
20230127:0511,0.0,0.0,0.0,0.0,3.58,3.93,0.0
20230127:0611,0.0,0.0,0.0,0.0,3.42,3.93,0.0
20230127:0711,0.0,0.0,0.0,0.0,3.26,3.86,0.0
20230127:0811,1.0,23.8,0.0,4.87,2.98,3.93,0.0
20230127:0911,0.0,48.0,0.0,10.99,3.31,3.86,0.0
20230127:1011,0.0,66.0,0.0,15.43,3.71,3.59,0.0
20230127:1111,0.0,58.0,0.0,17.82,3.96,3.79,0.0
20230127:1211,0.0,57.0,0.0,17.92,4.13,3.59,0.0
20230127:1311,0.0,27.0,0.0,15.74,4.08,3.79,0.0
20230127:1411,0.0,21.0,0.0,11.47,3.89,3.45,0.0
20230127:1511,0.0,7.0,0.0,5.49,3.66,2.69,0.0
20230127:1611,0.0,0.0,0.0,0.0,2.68,2.34,0.0
20230127:1711,0.0,0.0,0.0,0.0,2.05,2.34,0.0
20230127:1811,0.0,0.0,0.0,0.0,0.92,2.07,0.0
20230127:1911,0.0,0.0,0.0,0.0,0.24,1.66,0.0
20230127:2011,0.0,0.0,0.0,0.0,-0.57,1.59,0.0
20230127:2111,0.0,0.0,0.0,0.0,-0.79,1.72,0.0
20230127:2211,0.0,0.0,0.0,0.0,0.28,1.31,0.0
20230127:2311,0.0,0.0,0.0,0.0,0.32,1.17,0.0
20230128:0011,0.0,0.0,0.0,0.0,0.78,0.83,0.0
20230128:0111,0.0,0.0,0.0,0.0,0.74,0.76,0.0
20230128:0211,0.0,0.0,0.0,0.0,0.43,0.9,0.0
20230128:0311,0.0,0.0,0.0,0.0,0.07,1.17,0.0
20230128:0411,0.0,0.0,0.0,0.0,-0.18,1.1,0.0
20230128:0511,0.0,0.0,0.0,0.0,-0.01,1.17,0.0
20230128:0611,0.0,0.0,0.0,0.0,-0.12,1.52,0.0
20230128:0711,0.0,0.0,0.0,0.0,-0.43,1.59,0.0
20230128:0811,22.0,23.88,0.0,5.08,-0.69,1.79,0.0
20230128:0911,100.01,59.0,0.0,11.21,0.11,2.07,0.0
20230128:1011,37.0,124.0,0.0,15.67,1.38,2.21,0.0
20230128:1111,60.0,145.0,0.0,18.07,2.37,2.28,0.0
20230128:1211,115.01,129.0,0.0,18.19,3.4,2.41,0.0
20230128:1311,1.0,87.0,0.0,16.0,3.92,2.69,0.0
20230128:1411,9.0,81.0,0.0,11.73,4.32,2.55,0.0
20230128:1511,0.0,19.0,0.0,5.74,4.1,2.14,0.0
20230128:1611,0.0,0.0,0.0,0.0,3.65,2.34,0.0
20230128:1711,0.0,0.0,0.0,0.0,3.06,2.69,0.0
20230128:1811,0.0,0.0,0.0,0.0,3.0,2.9,0.0
20230128:1911,0.0,0.0,0.0,0.0,2.77,3.24,0.0
20230128:2011,0.0,0.0,0.0,0.0,2.76,3.59,0.0
20230128:2111,0.0,0.0,0.0,0.0,2.77,3.93,0.0
20230128:2211,0.0,0.0,0.0,0.0,3.15,4.14,0.0
20230128:2311,0.0,0.0,0.0,0.0,3.16,4.21,0.0
20230129:0011,0.0,0.0,0.0,0.0,3.31,4.0,0.0
20230129:0111,0.0,0.0,0.0,0.0,3.54,3.79,0.0
20230129:0211,0.0,0.0,0.0,0.0,3.53,3.72,0.0
20230129:0311,0.0,0.0,0.0,0.0,3.62,3.86,0.0
20230129:0411,0.0,0.0,0.0,0.0,3.53,4.07,0.0
20230129:0511,0.0,0.0,0.0,0.0,3.43,4.07,0.0
20230129:0611,0.0,0.0,0.0,0.0,3.39,4.14,0.0
20230129:0711,0.0,0.0,0.0,0.0,3.41,4.55,0.0
20230129:0811,2.0,26.58,0.0,5.29,3.43,4.9,0.0
20230129:0911,5.0,72.0,0.0,11.44,3.56,5.24,0.0
20230129:1011,8.0,109.0,0.0,15.91,3.87,5.24,0.0
20230129:1111,0.0,89.0,0.0,18.33,4.03,5.52,0.0
20230129:1211,0.0,38.0,0.0,18.46,4.09,5.86,0.0
20230129:1311,0.0,56.0,0.0,16.27,4.3,6.69,0.0
20230129:1411,0.0,50.0,0.0,12.0,4.59,6.97,0.0
20230129:1511,0.0,13.0,0.0,6.0,4.61,6.48,0.0
20230129:1611,0.0,0.0,0.0,0.0,4.52,6.48,0.0
20230129:1711,0.0,0.0,0.0,0.0,4.36,6.69,0.0
20230129:1811,0.0,0.0,0.0,0.0,4.28,6.9,0.0
20230129:1911,0.0,0.0,0.0,0.0,4.3,7.17,0.0
20230129:2011,0.0,0.0,0.0,0.0,4.52,7.38,0.0
20230129:2111,0.0,0.0,0.0,0.0,4.88,7.66,0.0
20230129:2211,0.0,0.0,0.0,0.0,5.25,7.45,0.0
20230129:2311,0.0,0.0,0.0,0.0,5.46,7.52,0.0
20230130:0011,0.0,0.0,0.0,0.0,5.96,7.93,0.0
20230130:0111,0.0,0.0,0.0,0.0,6.26,8.21,0.0
20230130:0211,0.0,0.0,0.0,0.0,6.0,8.07,0.0
20230130:0311,0.0,0.0,0.0,0.0,6.23,7.72,0.0
20230130:0411,0.0,0.0,0.0,0.0,6.43,8.0,0.0
20230130:0511,0.0,0.0,0.0,0.0,6.01,7.59,0.0
20230130:0611,0.0,0.0,0.0,0.0,5.43,7.72,0.0
20230130:0711,0.0,0.0,0.0,0.0,5.64,8.21,0.0
20230130:0811,0.0,5.0,0.0,5.5,6.05,8.41,0.0
20230130:0911,1.0,63.0,0.0,11.68,6.28,9.38,0.0
20230130:1011,0.0,55.0,0.0,16.17,6.47,9.86,0.0
20230130:1111,206.01,86.0,0.0,18.6,6.58,10.07,0.0
20230130:1211,13.0,137.0,0.0,18.73,6.61,10.62,0.0
20230130:1311,8.0,113.0,0.0,16.55,7.33,10.0,0.0
20230130:1411,24.0,92.0,0.0,12.27,7.32,9.45,0.0
20230130:1511,41.0,33.0,0.0,6.26,7.15,8.69,0.0
20230130:1611,0.0,0.0,0.0,0.0,6.5,7.86,0.0
20230130:1711,0.0,0.0,0.0,0.0,6.17,7.31,0.0
20230130:1811,0.0,0.0,0.0,0.0,5.92,6.97,0.0
20230130:1911,0.0,0.0,0.0,0.0,5.61,7.17,0.0
20230130:2011,0.0,0.0,0.0,0.0,5.2,7.45,0.0
20230130:2111,0.0,0.0,0.0,0.0,4.85,7.52,0.0
20230130:2211,0.0,0.0,0.0,0.0,4.93,6.41,0.0
20230130:2311,0.0,0.0,0.0,0.0,4.63,5.86,0.0
20230131:0011,0.0,0.0,0.0,0.0,4.37,5.59,0.0
20230131:0111,0.0,0.0,0.0,0.0,4.04,5.45,0.0
20230131:0211,0.0,0.0,0.0,0.0,3.63,5.03,0.0
20230131:0311,0.0,0.0,0.0,0.0,3.51,4.69,0.0
20230131:0411,0.0,0.0,0.0,0.0,3.67,5.24,0.0
20230131:0511,0.0,0.0,0.0,0.0,4.21,6.0,0.0
20230131:0611,0.0,0.0,0.0,0.0,5.05,6.76,0.0
20230131:0711,0.0,0.0,0.0,0.0,5.42,7.1,0.0
20230131:0811,0.0,7.0,0.0,5.73,5.64,7.38,0.0
20230131:0911,0.0,25.0,0.0,11.92,6.11,7.59,0.0
20230131:1011,30.0,128.0,0.0,16.43,6.35,7.45,0.0
20230131:1111,0.0,37.0,0.0,18.87,6.52,7.38,0.0
20230131:1211,9.0,132.0,0.0,19.01,6.94,7.66,0.0
20230131:1311,0.0,85.0,0.0,16.83,7.55,8.07,0.0
20230131:1411,1.0,63.0,0.0,12.54,7.97,8.76,0.0
20230131:1511,0.0,27.0,0.0,6.53,7.79,8.9,0.0
20230131:1611,0.0,0.0,0.0,0.0,7.37,8.48,0.0
20230131:1711,0.0,0.0,0.0,0.0,6.8,8.0,0.0
20230131:1811,0.0,0.0,0.0,0.0,6.45,7.79,0.0
20230131:1911,0.0,0.0,0.0,0.0,6.24,8.14,0.0
20230131:2011,0.0,0.0,0.0,0.0,6.15,8.07,0.0
20230131:2111,0.0,0.0,0.0,0.0,6.12,7.86,0.0
20230131:2211,0.0,0.0,0.0,0.0,5.92,8.48,0.0
20230131:2311,0.0,0.0,0.0,0.0,5.9,7.93,0.0
20230201:0011,0.0,0.0,0.0,0.0,6.17,7.24,0.0
20230201:0111,0.0,0.0,0.0,0.0,6.05,7.86,0.0
20230201:0211,0.0,0.0,0.0,0.0,6.03,8.21,0.0
20230201:0311,0.0,0.0,0.0,0.0,5.79,8.76,0.0
20230201:0411,0.0,0.0,0.0,0.0,5.71,9.31,0.0
20230201:0511,0.0,0.0,0.0,0.0,5.47,9.24,0.0
20230201:0611,0.0,0.0,0.0,0.0,5.47,8.14,0.0
20230201:0711,0.0,0.0,0.0,0.0,6.09,8.28,0.0
20230201:0811,3.0,34.0,0.0,5.95,6.24,8.48,0.0
20230201:0911,0.0,43.0,0.0,12.16,6.46,9.24,0.0
20230201:1011,0.0,49.0,0.0,16.69,6.71,9.38,0.0
20230201:1111,0.0,27.0,0.0,19.15,5.7,10.14,0.0
20230201:1211,155.01,122.0,0.0,19.29,5.41,10.0,0.0
20230201:1311,43.0,137.0,0.0,17.11,5.38,8.62,0.0
20230201:1411,43.0,97.0,0.0,12.82,6.26,8.28,0.0
20230201:1511,10.0,45.0,0.0,6.79,6.48,8.07,0.0
20230201:1611,0.0,0.0,0.0,0.0,6.69,7.79,0.0
20230201:1711,0.0,0.0,0.0,0.0,6.38,8.0,0.0
20230201:1811,0.0,0.0,0.0,0.0,6.47,8.21,0.0
20230201:1911,0.0,0.0,0.0,0.0,6.05,8.21,0.0
20230201:2011,0.0,0.0,0.0,0.0,6.12,8.28,0.0
20230201:2111,0.0,0.0,0.0,0.0,6.02,8.14,0.0
20230201:2211,0.0,0.0,0.0,0.0,6.31,7.86,0.0
20230201:2311,0.0,0.0,0.0,0.0,6.11,7.38,0.0
20230202:0011,0.0,0.0,0.0,0.0,6.01,7.1,0.0
20230202:0111,0.0,0.0,0.0,0.0,5.94,6.62,0.0
20230202:0211,0.0,0.0,0.0,0.0,5.83,6.21,0.0
20230202:0311,0.0,0.0,0.0,0.0,5.67,5.59,0.0
20230202:0411,0.0,0.0,0.0,0.0,5.55,5.03,0.0
20230202:0511,0.0,0.0,0.0,0.0,5.5,4.14,0.0
20230202:0611,0.0,0.0,0.0,0.0,5.45,3.59,0.0
20230202:0711,0.0,0.0,0.0,0.0,5.04,3.31,0.0
20230202:0811,3.0,35.0,0.0,6.19,4.66,3.17,0.0
20230202:0911,39.0,93.0,0.0,12.41,5.45,3.1,0.0
20230202:1011,12.0,121.0,0.0,16.96,6.09,2.48,0.0
20230202:1111,14.0,143.0,0.0,19.43,6.43,2.62,0.0
20230202:1211,0.0,100.0,0.0,19.58,6.76,2.62,0.0
20230202:1311,1.0,93.0,0.0,17.4,6.68,2.21,0.0
20230202:1411,0.0,66.0,0.0,13.1,6.36,1.93,0.0
20230202:1511,0.0,26.0,0.0,7.06,5.8,2.0,0.0
20230202:1611,0.0,0.0,0.0,0.0,5.6,2.48,0.0
20230202:1711,0.0,0.0,0.0,0.0,5.55,2.9,0.0
20230202:1811,0.0,0.0,0.0,0.0,6.05,3.66,0.0
20230202:1911,0.0,0.0,0.0,0.0,7.02,5.17,0.0
20230202:2011,0.0,0.0,0.0,0.0,7.65,5.93,0.0
